"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:21:49.3005264 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3005310 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}","SUCCESS","Desired Access: Read"
"7:21:49.3005373 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3005418 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"7:21:49.3005468 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Name","SUCCESS","Type: REG_SZ, Length: 30, Data: Common Startup"
"7:21:49.3005516 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {0139D44E-6AFE-49F2-8690-3DAFCAE6FFB8}"
"7:21:49.3005567 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3005611 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\RelativePath","SUCCESS","Type: REG_SZ, Length: 16, Data: StartUp"
"7:21:49.3005657 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\ParsingName","NAME NOT FOUND","Length: 144"
"7:21:49.3005699 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.3005741 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\LocalizedName","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: @%SystemRoot%\system32\shell32.dll,-21787"
"7:21:49.3005787 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.3005829 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3005870 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3005912 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.3005954 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.3005997 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3006039 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\PreCreate","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3006082 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3006124 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3006165 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Attributes","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3006209 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3006250 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3006304 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3006350 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:21:49.3006417 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}","SUCCESS",""
"7:21:49.3006482 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.3006904 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.3006963 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.3007027 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3007074 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}","SUCCESS","Desired Access: Read"
"7:21:49.3007137 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3007186 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"7:21:49.3007235 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Name","SUCCESS","Type: REG_SZ, Length: 32, Data: PublicGameTasks"
"7:21:49.3007284 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {62AB5D82-FDC1-4DC3-A9DD-070D1D495D97}"
"7:21:49.3007336 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3007381 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\RelativePath","SUCCESS","Type: REG_SZ, Length: 62, Data: Microsoft\Windows\GameExplorer"
"7:21:49.3007488 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\ParsingName","NAME NOT FOUND","Length: 144"
"7:21:49.3007531 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.3007574 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:21:49.3007619 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.3007665 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3007708 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3007753 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.3007796 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\LocalRedirectOnly","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3007842 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3007886 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\PreCreate","NAME NOT FOUND","Length: 144"
"7:21:49.3007928 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3007970 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3008013 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\Attributes","NAME NOT FOUND","Length: 144"
"7:21:49.3008055 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3008098 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3008155 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3008203 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:21:49.3008273 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}","SUCCESS",""
"7:21:49.3008355 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.3008406 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.3008454 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.3008501 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3008556 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}","SUCCESS","Desired Access: Read"
"7:21:49.3008623 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3008667 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3008712 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Name","SUCCESS","Type: REG_SZ, Length: 32, Data: SyncSetupFolder"
"7:21:49.3008758 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\ParentFolder","NAME NOT FOUND","Length: 144"
"7:21:49.3008802 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3008845 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\RelativePath","NAME NOT FOUND","Length: 144"
"7:21:49.3008886 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\ParsingName","BUFFER OVERFLOW","Length: 144"
"7:21:49.3008952 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\ParsingName","SUCCESS","Type: REG_SZ, Length: 252, Data: ::{26EE0668-A00A-44D7-9371-BEB064C98683}\0\::{9C73F5E5-7AE7-4E32-A8E8-8D23B85255BF}\::{F1390A9A-A3F4-4E5D-9C5F-98F3BD8D935C},"
"7:21:49.3008999 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.3009040 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:21:49.3009081 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.3009122 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3009162 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3009203 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.3009244 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.3009284 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3009325 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\PreCreate","NAME NOT FOUND","Length: 144"
"7:21:49.3009365 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3009420 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3009478 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\Attributes","NAME NOT FOUND","Length: 144"
"7:21:49.3009540 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3009599 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3009656 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3009701 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:21:49.3009765 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}","SUCCESS",""
"7:21:49.3009835 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.3009886 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.3009934 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.3009978 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3010022 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}","SUCCESS","Desired Access: Read"
"7:21:49.3010079 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3010122 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"7:21:49.3010167 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Name","SUCCESS","Type: REG_SZ, Length: 24, Data: CommonVideo"
"7:21:49.3010212 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {DFDF76A2-C82A-4D63-906A-5644AC457385}"
"7:21:49.3010352 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3010397 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\RelativePath","SUCCESS","Type: REG_SZ, Length: 14, Data: Videos"
"7:21:49.3010443 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\ParsingName","NAME NOT FOUND","Length: 144"
"7:21:49.3010486 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\InfoTip","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: @%SystemRoot%\system32\shell32.dll,-12690"
"7:21:49.3010534 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\LocalizedName","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: @%SystemRoot%\system32\shell32.dll,-21804"
"7:21:49.3010579 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Icon","SUCCESS","Type: REG_EXPAND_SZ, Length: 76, Data: %SystemRoot%\system32\imageres.dll,-3"
"7:21:49.3010625 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3010669 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3010713 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\StreamResourceType","NAME NOT FOUND","Length: 144"
